Student ID,Student ID,Week 1 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 2 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 3 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 4 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 5 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 7 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 8 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 9 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 10 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 11 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 12 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Week 13 Tutorial Points Grade <Numeric MaxPoints:1 Weight:8.33333334 Category:Tutorial Attendance CategoryWeight:5>,Tutorial Attendance Subtotal Numerator,Tutorial Attendance Subtotal Denominator,Week 2 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 3 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 4 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 5 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 7 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 9 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 8 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 10 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 11 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 12 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Week 13 Worksheet Points Grade <Numeric MaxPoints:1 Weight:9.0909091 Category:Worksheets CategoryWeight:5>,Worksheets Subtotal Numerator,Worksheets Subtotal Denominator,Week 1 Critical Thinking Question Points Grade <Numeric MaxPoints:8 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 2 Critical Thinking Question Points Grade <Numeric MaxPoints:8 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 3 Critical Thinking Question Points Grade <Numeric MaxPoints:15 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 4 Critical Thinking Question Points Grade <Numeric MaxPoints:15 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 7 Critical Thinking Question Points Grade <Numeric MaxPoints:12 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 8 Critical Thinking Question Points Grade <Numeric MaxPoints:13 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 9 Critical Thinking Question Points Grade <Numeric MaxPoints:9 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 10 Critical Thinking Question Points Grade <Numeric MaxPoints:10 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 11 Critical Thinking Question Points Grade <Numeric MaxPoints:10 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 12 Critical Thnking Question Points Grade <Numeric MaxPoints:20 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Week 13 Critical Thinking Question Points Grade <Numeric MaxPoints:17 Weight:9.090909093 Category:Critical Thinking Questions CategoryWeight:15>,Critical Thinking Questions Subtotal Numerator,Critical Thinking Questions Subtotal Denominator,Midterm Oct 19 Points Grade <Numeric MaxPoints:40 Weight:25>,Final exam Points Grade <Numeric MaxPoints:87 Weight:50>,Calculated Final Grade Numerator,Calculated Final Grade Denominator,Adjusted Final Grade Numerator,Adjusted Final Grade Denominator,End-of-Line Indicator,Unnamed: 48,Unnamed: 49,Final Grade,Unnamed: 51
#20875576,#20875576,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,6.0,10.5,0.0,11.5,8.0,0.0,7.0,3.0,17.0,14.5,9.902488688,15,31.0,75.0,39.27748869,100,,,#,,,38.21,
#20880387,#20880387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,6.0,6.5,11.0,11.0,8.0,5.0,8.0,4.0,16.0,18.0,11.11964555,15,29.0,68.0,39.24464555,100,,,#,,,38.6,
#20881388,#20881388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,4.0,0.0,14.0,13.5,8.0,5.0,8.0,4.5,0.0,0.0,8.593910256,15,27.5,65.0,35.3268648,100,,,#,,,33.21,
#20884708,#20884708,1.0,1.0,1.0,,,,1.0,1.0,,,,,2.272727273,5,,1.0,1.0,,1.0,1.0,1.0,,,,,2.5,5,6.0,5.0,0.0,8.0,0.0,7.5,0.0,0.0,3.0,0.0,0.0,4.177884615,15,14.5,22.0,18.01311189,100,,,#,,,16.65,
#20886250,#20886250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.0,6.0,14.0,15.0,11.0,12.5,6.5,8.0,8.0,17.0,15.0,12.92417044,15,34.0,78.5,44.17417044,100,,,#,,,44.21,
#20888335,#20888335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,8.0,0.0,14.5,12.0,12.5,6.5,6.0,8.5,18.0,18.0,13.40137632,15,18.0,60.5,34.65137632,100,,,#,,,32.99,
#20895308,#20895308,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,7.5,14.0,14.0,11.5,10.5,6.5,9.5,9.0,18.0,16.0,13.89205317,15,27.5,76.0,41.07955317,100,,,#,,,40.4,
#20895840,#20895840,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,0.0,8.0,14.0,13.0,12.0,12.5,5.5,8.5,8.5,18.0,16.5,13.41485671,15,35.5,77.0,45.60235671,100,,,#,,,44.98,
#20896710,#20896710,,,,,,1.0,,,,,,1.0,0.909090909,5,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,3.5,5,0.0,7.0,0.0,14.5,9.0,10.5,0.0,9.5,0.0,12.0,17.0,8.924038462,15,22.0,51.5,27.08312937,100,,,#,,,26.28,
#20898005,#20898005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,5,8.0,7.0,17.0,11.0,7.5,8.0,6.5,7.0,7.0,18.0,15.0,12.40686275,15,26.5,52.5,38.46936275,100,,,#,,,38.03,
#20898315,#20898315,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,6.5,6.0,11.0,13.5,10.5,7.5,5.0,7.5,7.0,15.0,15.0,11.59516403,15,17.5,53.0,32.53266403,100,,,#,,,31.55,
#20898665,#20898665,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,8.0,17.0,15.0,13.0,10.0,5.5,8.5,10.0,18.0,15.5,14.28399321,15,29.5,87.0,42.72149321,100,,,#,,,41.98,
#20898715,#20898715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,8.0,12.0,14.5,12.5,10.5,7.0,8.0,10.0,16.0,18.0,13.57894042,15,30.0,68.0,42.32894042,100,,,#,,,42.15,
#20900635,#20900635,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,3.181818182,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,7.5,13.0,13.5,10.5,7.0,5.8,3.0,5.0,12.0,12.0,10.9769325,15,12.0,,26.65875069,100,,,#,,,25.7,
#20901625,#20901625,1.0,1.0,,,,1.0,,,1.0,,,,1.818181818,5,1.0,,,1.0,,1.0,,,1.0,,1.0,2.5,5,8.0,0.0,0.0,0.0,6.5,0.0,5.5,0.0,3.0,13.0,0.0,4.654166667,15,10.5,,15.53484849,100,,,#,,,14.41,
#20905889,#20905889,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.090909091,5,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,3.5,5,7.0,6.5,13.0,14.0,0.0,6.0,5.5,4.0,4.0,15.0,14.5,10.44463612,15,28.0,69.5,35.53554522,100,,,#,,,34.31,
#20905925,#20905925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,4.0,5,3.5,7.0,8.0,12.5,9.0,0.0,5.0,7.0,5.5,15.0,13.0,10.12414216,15,23.5,39.0,33.81164216,100,,,#,,,32.38,
#20906651,#20906651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.0,12.0,12.0,11.0,6.0,5.5,9.0,3.0,14.0,14.0,11.64426848,15,39.0,67.0,46.01926848,100,,,#,,,44.96,
#20906706,#20906706,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,4.090909091,5,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.5,5,8.0,7.5,9.0,11.0,8.5,9.5,0.0,0.0,7.0,18.0,10.0,10.34725679,15,22.5,53.0,33.00066588,100,,,#,,,31.59,
#20910286,#20910286,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.545454545,5,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.5,5,5.5,6.0,12.0,8.5,12.0,10.0,5.0,6.5,6.0,16.0,15.0,11.25862557,15,13.0,47.5,28.42908011,100,,,#,,,27.64,
#20915142,#20915142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,6.5,7.0,11.0,12.5,9.5,6.5,3.5,6.5,0.0,12.0,15.0,10.60061275,15,22.0,29.5,34.35061275,100,,,#,,,32.77,
#20918307,#20918307,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.545454545,5,1.0,,1.0,1.0,,,1.0,1.0,,,,2.5,5,6.0,7.0,0.0,0.0,7.0,5.0,5.5,4.5,3.0,7.0,0.0,6.456089744,15,4.7,8.0,16.43904429,100,,,#,,,14.49,
#20926570,#20926570,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.545454545,5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,6.0,9.0,9.5,5.0,7.0,3.0,4.0,8.0,19.5,16.0,10.11320701,15,20.0,43.0,32.15866156,100,,,#,,,31.34,
#20927934,#20927934,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,5,8.0,7.0,13.0,9.0,12.0,7.0,5.5,9.0,6.0,18.0,14.0,12.26446078,15,29.5,73.5,40.20196078,100,,,#,,,39.07,
#20929324,#20929324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,4.5,5,5.5,8.0,11.0,14.0,8.5,4.5,5.0,5.0,8.5,13.0,7.0,10.54473039,15,19.0,34.5,31.91973039,100,,,#,,,30.48,
#20929988,#20929988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,6.0,10.0,13.0,11.0,7.0,8.5,9.0,5.0,19.0,18.0,12.41884427,15,27.0,66.0,39.29384427,100,,,#,,,39.18,
#20930301,#20930301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,3.5,6.5,0.0,12.0,9.0,6.0,6.5,5.5,3.5,17.0,7.0,9.218288084,15,19.5,37.5,31.40578808,100,,,#,,,30.15,
#20934171,#20934171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5,6.0,7.5,0.0,10.0,9.0,10.5,4.5,4.0,3.5,14.0,15.0,10.11631787,15,24.0,58.0,35.11631787,100,,,#,,,33.82,
#20939006,#20939006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.0,10.0,14.0,10.5,12.5,4.5,8.5,6.0,12.0,13.5,12.04598416,15,27.0,61.5,38.92098416,100,,,#,,,38.46,
#20939397,#20939397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,7.5,13.0,14.5,10.5,9.5,5.0,7.5,8.0,20.0,16.0,13.30166855,15,31.0,60.5,42.67666855,100,,,#,,,42.5,
#20944850,#20944850,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,3.0,8.0,12.0,13.0,10.5,8.5,6.5,6.0,7.0,17.0,16.0,12.01336727,15,24.5,63.5,37.32586727,100,,,#,,,36.67,
#20945406,#20945406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.0,7.0,13.0,12.5,7.5,10.0,6.5,7.5,5.0,14.0,0.0,10.89967949,15,19.0,60.0,32.77467949,100,,,#,,,31.55,
#20946697,#20946697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,6.0,0.0,9.0,7.0,,8.5,7.0,6.0,17.0,12.5,10.05085784,15,8.5,25.5,25.36335784,100,,,#,,,23.71,
#20946993,#20946993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,7.5,14.0,12.5,10.5,5.0,7.5,10.0,6.0,18.0,16.0,12.90551471,15,22.5,53.0,36.96801471,100,,,#,,,36.47,
#20947012,#20947012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.5,14.0,0.0,11.5,8.0,4.5,4.5,4.0,15.0,12.0,10.68815045,15,19.0,43.5,32.56315045,100,,,#,,,30.68,
#20947298,#20947298,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,6.5,13.0,12.5,11.5,6.5,8.0,7.0,7.5,20.0,15.0,12.94436275,15,28.0,63.0,40.44436275,100,,,#,,,39.67,
#20947366,#20947366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,6.0,13.0,15.0,13.0,13.0,8.5,7.0,10.0,15.0,16.0,13.90968137,15,27.5,72.0,41.09718137,100,,,#,,,40.35,
#20948308,#20948308,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,,1.0,1.0,,,,,,,2.0,5,7.0,7.5,9.0,8.5,8.0,0.0,2.0,5.5,1.5,0.0,10.0,7.734436275,15,13.0,4.0,22.85943628,100,,,#,,,21.25,
#20948346,#20948346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,,,0.0,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,5,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,6.0,4.991911765,15,7.0,25.0,17.36691177,100,,,#,,,16.15,
#20948348,#20948348,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,6.5,11.5,14.5,11.5,7.5,7.0,4.5,5.0,15.5,15.0,11.64933069,15,23.0,52.5,36.02433069,100,,,#,,,35.4,
#20948638,#20948638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,4.0,0.0,12.0,14.5,6.0,11.5,6.5,7.5,3.5,14.0,13.0,10.40731523,15,23.5,60.5,35.09481523,100,,,#,,,34.44,
#20949736,#20949736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,6.5,9.0,11.0,6.0,6.5,2.5,7.0,5.5,12.0,15.0,10.12977941,15,26.0,61.5,36.37977941,100,,,#,,,35.92,
#20950078,#20950078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,8.0,11.0,11.5,10.5,11.5,6.0,8.0,5.5,16.5,16.0,12.26993778,15,27.0,60.0,39.14493778,100,,,#,,,38.96,
#20950184,#20950184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.5,7.0,5.0,13.0,11.5,6.0,5.0,7.0,4.0,14.0,15.0,11.00542044,15,24.5,51.5,35.86337498,100,,,#,,,34.84,
#20950372,#20950372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,8.0,12.0,11.5,13.0,5.0,6.0,6.0,6.0,15.0,15.5,11.89264706,15,6.5,28.5,25.95514706,100,,,#,,,25.03,
#20950506,#20950506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,7.0,13.0,11.5,11.5,4.5,3.0,5.0,0.0,11.0,13.0,10.44128959,15,25.0,51.5,36.06628959,100,,,#,,,34.79,
#20950573,#20950573,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.545454545,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,8.0,5.5,8.0,11.0,7.5,5.5,1.0,3.0,1.0,14.0,13.0,8.817090875,15,15.5,21.5,28.05004542,100,,,#,,,27.3,
#20951251,#20951251,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,3.181818182,5,1.0,1.0,1.0,,1.0,,,,1.0,,,2.5,5,2.0,6.0,4.0,11.0,9.5,0.0,6.5,0.0,0.0,0.0,0.0,5.270833333,15,12.5,12.0,18.76515152,100,,,#,,,17.35,
#20951987,#20951987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,7.0,14.0,11.5,12.0,12.0,7.5,7.5,4.0,14.0,17.5,12.74748303,15,21.0,,35.87248303,100,,,#,,,35.48,
#20952257,#20952257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.5,5.0,12.0,14.5,9.0,9.0,6.0,9.0,9.5,15.0,12.0,11.80353507,15,23.5,56.5,36.49103507,100,,,#,,,36.39,
#20953496,#20953496,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,4.5,5,6.5,6.5,12.5,9.5,10.5,7.5,7.0,0.0,6.0,15.0,12.0,11.06587481,15,10.0,16.5,26.81587481,100,,,#,,,25.18,
#20954432,#20954432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.5,7.0,13.0,9.0,10.5,9.0,5.5,7.5,10.0,15.0,13.0,11.99593703,15,17.5,51.0,32.93343703,100,,,#,,,32.58,
#20956067,#20956067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.0,12.0,11.0,8.5,12.5,8.5,10.0,6.0,13.0,15.0,12.64500377,15,22.0,66.5,36.39500377,100,,,#,,,35.89,
#20956195,#20956195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.5,5,4.5,7.0,10.0,14.5,8.5,6.5,4.0,3.5,4.0,10.0,10.5,9.361887255,15,23.5,32.5,33.54938726,100,,,#,,,32.53,
#20956360,#20956360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.0,12.0,12.5,11.5,11.0,6.5,7.5,4.0,17.0,11.0,12.23565234,15,20.0,34.0,34.73565234,100,,,#,,,33.8,
#20957013,#20957013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,7.0,14.0,14.5,12.0,9.5,8.5,8.5,10.0,19.0,16.0,14.00343137,15,28.5,80.0,41.81593137,100,,,#,,,41.65,
#20957045,#20957045,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,4.545454545,5,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,2.0,7.0,8.0,13.0,9.0,10.0,7.5,0.0,7.5,14.0,17.5,11.0354638,15,25.0,66.5,36.20591835,100,,,#,,,34.79,
#20957531,#20957531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,4.0,6.0,11.5,12.0,7.0,9.0,6.5,7.5,4.0,12.0,12.0,10.3056184,15,22.5,45.0,34.3681184,100,,,#,,,33.7,
#20958427,#20958427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,6.0,8.0,9.0,10.0,11.0,8.0,4.5,7.0,8.0,18.0,16.0,11.83484163,15,27.5,50.5,39.02234163,100,,,#,,,38.36,
#20958478,#20958478,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.5,5,8.0,4.5,9.0,7.5,8.5,4.5,2.5,3.5,6.0,7.5,0.0,7.979647436,15,15.0,27.5,26.85464744,100,,,#,,,24.86,
#20958575,#20958575,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,3.181818182,5,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,4.0,5,8.0,7.0,14.0,12.0,9.5,0.0,4.5,5.5,4.0,0.0,11.0,9.745588235,15,18.5,20.5,28.48990642,100,,,#,,,26.34,
#20958627,#20958627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5,7.0,0.0,13.5,12.0,11.5,4.0,4.0,8.0,4.0,13.0,13.0,10.35026395,15,29.5,69.5,38.78776395,100,,,#,,,37.87,
